user_id,user_name,bio,follower,following,lives_in,url,account,repos,packages,stars,repos_name,repos_link,stars_repos,stars_repos_links
0KJ21,No username,No bio,0,1,no data,no url,no social account has been linked,0,0.0,1,No Repository,No Repository link,AshishJangra27 / Data-Science-Specialization,https://www.github.com/AshishJangra27/Data-Science-Specialization
RahulWadwani,Rahul,I am Rahul Wadwani. A Student at Mumbai University with Electronics and Telecommunication Engineering Background . Learning and exploring things are my hobbies.,1,6,New panvel,https://www.kaggle.com/rahulwadwani,Kaggle,7,0.0,9,"Data-Science-Specialization,Projects,learn_data_science_with_me,Python_tricks,RahulWadwani,sololearn-Projects-,opencv","https://www.github.com/RahulWadwani/Data-Science-Specialization,https://www.github.com/RahulWadwani/Projects,https://www.github.com/RahulWadwani/learn_data_science_with_me,https://www.github.com/RahulWadwani/Python_tricks,https://www.github.com/RahulWadwani/RahulWadwani,https://www.github.com/RahulWadwani/sololearn-Projects-,https://www.github.com/RahulWadwani/opencv",AshishJangra27 / Skill-India-AI-ML-Scholarship,https://www.github.com/AshishJangra27/Skill-India-AI-ML-Scholarship
Py605,Priyanshu Bharti,A Computer Science Student,17,38,LinkedIn:- https://www.linkedin.com/in/priyanshu-bharti-a253941b0/,"https://py605.github.io/portfolio-website/,https://twitter.com/py_605","Github,Personal website",33,0.0,15,"sample,photoshoot-gallery-nextjs,seo-blog-webApp,Leetcode-Practice,react-node-next-multi-user-blogging-platform,Py605,my-contact-list,blog-website,portfolio-website,placement-website,React-mini-projects,demo,Learning-HtML,to-doList,Learning-Javascript,My-Resume,react-calculator,text-utility,bmi-calculator,Calculator,Move-Ball-To-Basket,blackjack-game-clone,Machine-Learning,DApps,blog-website-2.0,random-user-api-reactjs,Learning-CSS-Animations,computer-science,javascript-questions,You-Dont-Know-JS","https://www.github.com/Py605/sample,https://www.github.com/Py605/photoshoot-gallery-nextjs,https://www.github.com/Py605/seo-blog-webApp,https://www.github.com/Py605/Leetcode-Practice,https://www.github.com/Py605/react-node-next-multi-user-blogging-platform,https://www.github.com/Py605/Py605,https://www.github.com/Py605/my-contact-list,https://www.github.com/Py605/blog-website,https://www.github.com/Py605/portfolio-website,https://www.github.com/Py605/placement-website,https://www.github.com/Py605/React-mini-projects,https://www.github.com/Py605/demo,https://www.github.com/Py605/Learning-HtML,https://www.github.com/Py605/to-doList,https://www.github.com/Py605/Learning-Javascript,https://www.github.com/Py605/My-Resume,https://www.github.com/Py605/react-calculator,https://www.github.com/Py605/text-utility,https://www.github.com/Py605/bmi-calculator,https://www.github.com/Py605/Calculator,https://www.github.com/Py605/Move-Ball-To-Basket,https://www.github.com/Py605/blackjack-game-clone,https://www.github.com/Py605/Machine-Learning,https://www.github.com/Py605/DApps,https://www.github.com/Py605/blog-website-2.0,https://www.github.com/Py605/random-user-api-reactjs,https://www.github.com/Py605/Learning-CSS-Animations,https://www.github.com/Py605/computer-science,https://www.github.com/Py605/javascript-questions,https://www.github.com/Py605/You-Dont-Know-JS","kaloraat / react-node-next-multi-user-blogging-platform,charlax / professional-programming,pushpakumari5117 / pushpaPortfolio,krishnadey30 / LeetCode-Questions-CompanyWise,john-smilga / react-projects,AshishJangra27 / Data-Science-Live-Course-GeeksForGeeks,arpit20adlakha / Data-Structure-Algorithms-LLD-HLD,striver79 / StriversGraphSeries,jpacsai / Projects,Tanmay211 / Getting-Started,animate-css / animate.css,ossu / computer-science,Py605 / javascript-questions,donnemartin / system-design-primer,oxfemale / PENTESTING-BIBLE,kaloraat / react-node-next-multi-user-blogging-platform,charlax / professional-programming,pushpakumari5117 / pushpaPortfolio,krishnadey30 / LeetCode-Questions-CompanyWise,john-smilga / react-projects,AshishJangra27 / Data-Science-Live-Course-GeeksForGeeks,arpit20adlakha / Data-Structure-Algorithms-LLD-HLD,striver79 / StriversGraphSeries,jpacsai / Projects,Tanmay211 / Getting-Started,animate-css / animate.css,ossu / computer-science,Py605 / javascript-questions,donnemartin / system-design-primer,oxfemale / PENTESTING-BIBLE","https://www.github.com/kaloraat/react-node-next-multi-user-blogging-platform,https://www.github.com/charlax/professional-programming,https://www.github.com/pushpakumari5117/pushpaPortfolio,https://www.github.com/krishnadey30/LeetCode-Questions-CompanyWise,https://www.github.com/john-smilga/react-projects,https://www.github.com/AshishJangra27/Data-Science-Live-Course-GeeksForGeeks,https://www.github.com/arpit20adlakha/Data-Structure-Algorithms-LLD-HLD,https://www.github.com/striver79/StriversGraphSeries,https://www.github.com/jpacsai/Projects,https://www.github.com/Tanmay211/Getting-Started,https://www.github.com/animate-css/animate.css,https://www.github.com/ossu/computer-science,https://www.github.com/Py605/javascript-questions,https://www.github.com/donnemartin/system-design-primer,https://www.github.com/oxfemale/PENTESTING-BIBLE,https://www.github.com/kaloraat/react-node-next-multi-user-blogging-platform,https://www.github.com/charlax/professional-programming,https://www.github.com/pushpakumari5117/pushpaPortfolio,https://www.github.com/krishnadey30/LeetCode-Questions-CompanyWise,https://www.github.com/john-smilga/react-projects,https://www.github.com/AshishJangra27/Data-Science-Live-Course-GeeksForGeeks,https://www.github.com/arpit20adlakha/Data-Structure-Algorithms-LLD-HLD,https://www.github.com/striver79/StriversGraphSeries,https://www.github.com/jpacsai/Projects,https://www.github.com/Tanmay211/Getting-Started,https://www.github.com/animate-css/animate.css,https://www.github.com/ossu/computer-science,https://www.github.com/Py605/javascript-questions,https://www.github.com/donnemartin/system-design-primer,https://www.github.com/oxfemale/PENTESTING-BIBLE"
saptaswa00,Saptaswa Basu,No bio,0,30,no data,no url,no social account has been linked,12,0.0,3,"Imagify,Assignment1,Atliq_SQL_Challenge,AtliqMart_SupplyChain_PowerBI,stackoverflow21,MovieRecom,RevaAI,Med_InsuranceExpense,saptaswa00,Time-series-covid-data-analysis-of-italy,Exciting-Numpy-arrays,portfolio.github.io","https://www.github.com/saptaswa00/Imagify,https://www.github.com/saptaswa00/Assignment1,https://www.github.com/saptaswa00/Atliq_SQL_Challenge,https://www.github.com/saptaswa00/AtliqMart_SupplyChain_PowerBI,https://www.github.com/saptaswa00/stackoverflow21,https://www.github.com/saptaswa00/MovieRecom,https://www.github.com/saptaswa00/RevaAI,https://www.github.com/saptaswa00/Med_InsuranceExpense,https://www.github.com/saptaswa00/saptaswa00,https://www.github.com/saptaswa00/Time-series-covid-data-analysis-of-italy,https://www.github.com/saptaswa00/Exciting-Numpy-arrays,https://www.github.com/saptaswa00/portfolio.github.io","saptaswa00 / AtliqMart_SupplyChain_PowerBI,saptaswa00 / RevaAI,soumikopensource / myportfolio","https://www.github.com/saptaswa00/AtliqMart_SupplyChain_PowerBI,https://www.github.com/saptaswa00/RevaAI,https://www.github.com/soumikopensource/myportfolio"
gauravmalakar08,GAURAV MALAKAR,Data Science and Analytics | Machine learning,7,10,Pune,no url,no social account has been linked,12,0.0,5,"Used_Car_Price_Predictor,Netflix-Movies-And-Tv-Shows-Clustering,Machine-Learning-From-Scratch,Coronavirus-Tweet-Sentiment-Analysis,Bike-Sharing-Demand-Prediction,nltk,py,Hotel-Booking-Analysis,8-Week-SQL-Challenge,100-Days-Of-ML-Code,LogisticRegression_Vectorized_Implementation,coursera-natural-language-processing-specialization","https://www.github.com/gauravmalakar08/Used_Car_Price_Predictor,https://www.github.com/gauravmalakar08/Netflix-Movies-And-Tv-Shows-Clustering,https://www.github.com/gauravmalakar08/Machine-Learning-From-Scratch,https://www.github.com/gauravmalakar08/Coronavirus-Tweet-Sentiment-Analysis,https://www.github.com/gauravmalakar08/Bike-Sharing-Demand-Prediction,https://www.github.com/gauravmalakar08/nltk,https://www.github.com/gauravmalakar08/py,https://www.github.com/gauravmalakar08/Hotel-Booking-Analysis,https://www.github.com/gauravmalakar08/8-Week-SQL-Challenge,https://www.github.com/gauravmalakar08/100-Days-Of-ML-Code,https://www.github.com/gauravmalakar08/LogisticRegression_Vectorized_Implementation,https://www.github.com/gauravmalakar08/coursera-natural-language-processing-specialization","katiehuangx / 8-Week-SQL-Challenge,vkaustubh / DIS2016,susanli2016 / Machine-Learning-with-Python,krishnaik06 / Interview-Prepartion-Data-Science,iNeuronai / interview-question-data-science-","https://www.github.com/katiehuangx/8-Week-SQL-Challenge,https://www.github.com/vkaustubh/DIS2016,https://www.github.com/susanli2016/Machine-Learning-with-Python,https://www.github.com/krishnaik06/Interview-Prepartion-Data-Science,https://www.github.com/iNeuronai/interview-question-data-science-"
Keshavkg01,No username,No bio,4,8,no data,no url,no social account has been linked,7,0.0,21,"crptography,Space-invader-game,-KAPE-game-using-basic-python-,data-structure,hackerrank-solutions,sololearn-solutions,DBMS-MINI-PROJECT","https://www.github.com/Keshavkg01/crptography,https://www.github.com/Keshavkg01/Space-invader-game,https://www.github.com/Keshavkg01/-KAPE-game-using-basic-python-,https://www.github.com/Keshavkg01/data-structure,https://www.github.com/Keshavkg01/hackerrank-solutions,https://www.github.com/Keshavkg01/sololearn-solutions,https://www.github.com/Keshavkg01/DBMS-MINI-PROJECT","ashukumar12d / Music-Recommendation-using-Facial-Expressions,Keshavkg01 / Space-invader-game,Keshavkg01 / crptography,jwasham / practice-python,Yashaswini-L / FILE-STRUCTURE-MINI-PROJECT,frozenca / BTree,jwasham / coding-interview-university,donnemartin / system-design-primer,github / gitignore,codecrafters-io / build-your-own-x,sindresorhus / awesome,kamranahmedse / roadmap.sh,freeCodeCamp / freeCodeCamp,bskiranchandru / BLOOD-DONATING-APP,Keshavkg01 / data-structure,GnaneshMs / blood-bank-management-system,Keshavkg01 / sololearn-solutions,Keshavkg01 / -KAPE-game-using-basic-python-,Keshavkg01 / DBMS-MINI-PROJECT,Keshavkg01 / hackerrank-solutions,ak9964 / MAD_Lab_2021-22","https://www.github.com/ashukumar12d/Music-Recommendation-using-Facial-Expressions,https://www.github.com/Keshavkg01/Space-invader-game,https://www.github.com/Keshavkg01/crptography,https://www.github.com/jwasham/practice-python,https://www.github.com/Yashaswini-L/FILE-STRUCTURE-MINI-PROJECT,https://www.github.com/frozenca/BTree,https://www.github.com/jwasham/coding-interview-university,https://www.github.com/donnemartin/system-design-primer,https://www.github.com/github/gitignore,https://www.github.com/codecrafters-io/build-your-own-x,https://www.github.com/sindresorhus/awesome,https://www.github.com/kamranahmedse/roadmap.sh,https://www.github.com/freeCodeCamp/freeCodeCamp,https://www.github.com/bskiranchandru/BLOOD-DONATING-APP,https://www.github.com/Keshavkg01/data-structure,https://www.github.com/GnaneshMs/blood-bank-management-system,https://www.github.com/Keshavkg01/sololearn-solutions,https://www.github.com/Keshavkg01/-KAPE-game-using-basic-python-,https://www.github.com/Keshavkg01/DBMS-MINI-PROJECT,https://www.github.com/Keshavkg01/hackerrank-solutions,https://www.github.com/ak9964/MAD_Lab_2021-22"
sandeep2021pune,Sandeep Shinde,No bio,0,14,Saicon,http://Saiconinc.com,Personal website,19,0.0,18,"PWskill,Java_pattern_programs,tryingtopusingit,githubpractice,PWSKILLS,python_automation,kubernetes_java_deployment,kubernetes_Jenkins_deployment,12-week-cloud-engineer-program,Usecase-2,durgaprasad-ui-developer-classes,Usecase-1,Programming-Practice,Spring-Boot-2022,Learning-RoadMap,AWS-Solution-Architect-Training,Java-SE,GL-LT-S14-TDD,Mastering-Apex-Programming","https://www.github.com/sandeep2021pune/PWskill,https://www.github.com/sandeep2021pune/Java_pattern_programs,https://www.github.com/sandeep2021pune/tryingtopusingit,https://www.github.com/sandeep2021pune/githubpractice,https://www.github.com/sandeep2021pune/PWSKILLS,https://www.github.com/sandeep2021pune/python_automation,https://www.github.com/sandeep2021pune/kubernetes_java_deployment,https://www.github.com/sandeep2021pune/kubernetes_Jenkins_deployment,https://www.github.com/sandeep2021pune/12-week-cloud-engineer-program,https://www.github.com/sandeep2021pune/Usecase-2,https://www.github.com/sandeep2021pune/durgaprasad-ui-developer-classes,https://www.github.com/sandeep2021pune/Usecase-1,https://www.github.com/sandeep2021pune/Programming-Practice,https://www.github.com/sandeep2021pune/Spring-Boot-2022,https://www.github.com/sandeep2021pune/Learning-RoadMap,https://www.github.com/sandeep2021pune/AWS-Solution-Architect-Training,https://www.github.com/sandeep2021pune/Java-SE,https://www.github.com/sandeep2021pune/GL-LT-S14-TDD,https://www.github.com/sandeep2021pune/Mastering-Apex-Programming","cloudnloud / weekly-cloud-engineer-interview-program,sandeep2021pune / python_automation,praveen1994dec / kubernetes_Jenkins_deployment,sandeep2021pune / AWS-Solution-Architect-Training,cloudnloud / Learning-RoadMap,sandeep2021pune / GL-LT-S14-TDD,sam253narula / Spring-Boot-2022,veejee2331 / Usecase-1,cloudnloud / AWS-Solution-Architect-Training,mohammedabdulbari / Java-SE,Rohit496 / LWCCodePath,Rohit496 / Devops-1,Rohit496 / SalesforceHunt,Rohit496 / SFDXProject,Rohit496 / SFDX-CompleteGuide,Rohit496 / COPADO,PacktPublishing / Mastering-Apex-Programming,Aakashdeveloper / dec_ui_morning_21","https://www.github.com/cloudnloud/weekly-cloud-engineer-interview-program,https://www.github.com/sandeep2021pune/python_automation,https://www.github.com/praveen1994dec/kubernetes_Jenkins_deployment,https://www.github.com/sandeep2021pune/AWS-Solution-Architect-Training,https://www.github.com/cloudnloud/Learning-RoadMap,https://www.github.com/sandeep2021pune/GL-LT-S14-TDD,https://www.github.com/sam253narula/Spring-Boot-2022,https://www.github.com/veejee2331/Usecase-1,https://www.github.com/cloudnloud/AWS-Solution-Architect-Training,https://www.github.com/mohammedabdulbari/Java-SE,https://www.github.com/Rohit496/LWCCodePath,https://www.github.com/Rohit496/Devops-1,https://www.github.com/Rohit496/SalesforceHunt,https://www.github.com/Rohit496/SFDXProject,https://www.github.com/Rohit496/SFDX-CompleteGuide,https://www.github.com/Rohit496/COPADO,https://www.github.com/PacktPublishing/Mastering-Apex-Programming,https://www.github.com/Aakashdeveloper/dec_ui_morning_21"
pradeep8577,Pradeep Pawar,No bio,14,111,no data,no url,no social account has been linked,43,0.0,89,"Webx,WT_LAB,gsoc-good-first-issues,ecommerce-backend,typescript_server,NextJS_CRUD,ecommerce-store-api,JAVA_EXT,DBE,Online-Train-Ticket-Booking-System,Hotel_Management,nodejs-Ecommerce-rest-api,ML_CODE,JAVA_CODE,LeetCode_Interview-_Questions,JAVA,Dev_Portfolio,AUTH0_TEMP,CPP_CODE,CodeHelp-DSA-Busted-Series,AndrewNG,pradeep8577,Hack-The-Mountains-3.O,eyrc22_HB_1972,MadeINdiaAPI,React_CRUD_Contact_Manager,madeINdia,HealthDiary,Sort-Alog,Team_Fetchers_SocialCodingExperience","https://www.github.com/pradeep8577/Webx,https://www.github.com/pradeep8577/WT_LAB,https://www.github.com/pradeep8577/gsoc-good-first-issues,https://www.github.com/pradeep8577/ecommerce-backend,https://www.github.com/pradeep8577/typescript_server,https://www.github.com/pradeep8577/NextJS_CRUD,https://www.github.com/pradeep8577/ecommerce-store-api,https://www.github.com/pradeep8577/JAVA_EXT,https://www.github.com/pradeep8577/DBE,https://www.github.com/pradeep8577/Online-Train-Ticket-Booking-System,https://www.github.com/pradeep8577/Hotel_Management,https://www.github.com/pradeep8577/nodejs-Ecommerce-rest-api,https://www.github.com/pradeep8577/ML_CODE,https://www.github.com/pradeep8577/JAVA_CODE,https://www.github.com/pradeep8577/LeetCode_Interview-_Questions,https://www.github.com/pradeep8577/JAVA,https://www.github.com/pradeep8577/Dev_Portfolio,https://www.github.com/pradeep8577/AUTH0_TEMP,https://www.github.com/pradeep8577/CPP_CODE,https://www.github.com/pradeep8577/CodeHelp-DSA-Busted-Series,https://www.github.com/pradeep8577/AndrewNG,https://www.github.com/pradeep8577/pradeep8577,https://www.github.com/pradeep8577/Hack-The-Mountains-3.O,https://www.github.com/pradeep8577/eyrc22_HB_1972,https://www.github.com/pradeep8577/MadeINdiaAPI,https://www.github.com/pradeep8577/React_CRUD_Contact_Manager,https://www.github.com/pradeep8577/madeINdia,https://www.github.com/pradeep8577/HealthDiary,https://www.github.com/pradeep8577/Sort-Alog,https://www.github.com/pradeep8577/Team_Fetchers_SocialCodingExperience","vlunaklick / stylenow,solygambas / html-css-javascript-projects,OpenSource-Journey / Your-Github-Contributions,taroon-git / Review_scrap_project_1,riti2409 / Resources-for-preparation-Of-Placements,DanielArturoAlejoAlvarez / ecommerce-rest-api-node,dair-ai / AI-Product-Index,skolo-online / flask-app-template,AshishJangra27 / Job-Portal-Scraper-Naukri,GorvGoyl / Clone-Wars,Nutlope / restorePhotos,jatinfoujdar / i-shopping-cart,siddhantdubey / Sidgrep,XingYang0827 / OpenAI2,evershopcommerce / evershop,f / awesome-chatgpt-prompts,ashish25H / JavaScript_Practice_Project_SortCourses,chhavi48 / NextJS_CRUD,AbdullahAlfaraj / Auto-Photoshop-StableDiffusion-Plugin,deepset-ai / haystack,amotile / stable-diffusion-workshop,PalashTrivedi / CodeGenerationExplanation-,Lisennk / ChatCohere,Hrishikesh332 / Car-Search-Karo,AIontheFly / openai-hackathon-dec-22,Razikus / novela,mritunjay10 / shiprocket-api,tom-doerr / point_e_streamlit,kshitijofficial / chaiDapp,luckykumardev / leetcode-solution,vlunaklick / stylenow,solygambas / html-css-javascript-projects,OpenSource-Journey / Your-Github-Contributions,taroon-git / Review_scrap_project_1,riti2409 / Resources-for-preparation-Of-Placements,DanielArturoAlejoAlvarez / ecommerce-rest-api-node,dair-ai / AI-Product-Index,skolo-online / flask-app-template,AshishJangra27 / Job-Portal-Scraper-Naukri,GorvGoyl / Clone-Wars,Nutlope / restorePhotos,jatinfoujdar / i-shopping-cart,siddhantdubey / Sidgrep,XingYang0827 / OpenAI2,evershopcommerce / evershop,f / awesome-chatgpt-prompts,ashish25H / JavaScript_Practice_Project_SortCourses,chhavi48 / NextJS_CRUD,AbdullahAlfaraj / Auto-Photoshop-StableDiffusion-Plugin,deepset-ai / haystack,amotile / stable-diffusion-workshop,PalashTrivedi / CodeGenerationExplanation-,Lisennk / ChatCohere,Hrishikesh332 / Car-Search-Karo,AIontheFly / openai-hackathon-dec-22,Razikus / novela,mritunjay10 / shiprocket-api,tom-doerr / point_e_streamlit,kshitijofficial / chaiDapp,luckykumardev / leetcode-solution,vlunaklick / stylenow,solygambas / html-css-javascript-projects,OpenSource-Journey / Your-Github-Contributions,taroon-git / Review_scrap_project_1,riti2409 / Resources-for-preparation-Of-Placements,DanielArturoAlejoAlvarez / ecommerce-rest-api-node,dair-ai / AI-Product-Index,skolo-online / flask-app-template,AshishJangra27 / Job-Portal-Scraper-Naukri,GorvGoyl / Clone-Wars,Nutlope / restorePhotos,jatinfoujdar / i-shopping-cart,siddhantdubey / Sidgrep,XingYang0827 / OpenAI2,evershopcommerce / evershop,f / awesome-chatgpt-prompts,ashish25H / JavaScript_Practice_Project_SortCourses,chhavi48 / NextJS_CRUD,AbdullahAlfaraj / Auto-Photoshop-StableDiffusion-Plugin,deepset-ai / haystack,amotile / stable-diffusion-workshop,PalashTrivedi / CodeGenerationExplanation-,Lisennk / ChatCohere,Hrishikesh332 / Car-Search-Karo,AIontheFly / openai-hackathon-dec-22,Razikus / novela,mritunjay10 / shiprocket-api,tom-doerr / point_e_streamlit,kshitijofficial / chaiDapp,luckykumardev / leetcode-solution","https://www.github.com/vlunaklick/stylenow,https://www.github.com/solygambas/html-css-javascript-projects,https://www.github.com/OpenSource-Journey/Your-Github-Contributions,https://www.github.com/taroon-git/Review_scrap_project_1,https://www.github.com/riti2409/Resources-for-preparation-Of-Placements,https://www.github.com/DanielArturoAlejoAlvarez/ecommerce-rest-api-node,https://www.github.com/dair-ai/AI-Product-Index,https://www.github.com/skolo-online/flask-app-template,https://www.github.com/AshishJangra27/Job-Portal-Scraper-Naukri,https://www.github.com/GorvGoyl/Clone-Wars,https://www.github.com/Nutlope/restorePhotos,https://www.github.com/jatinfoujdar/i-shopping-cart,https://www.github.com/siddhantdubey/Sidgrep,https://www.github.com/XingYang0827/OpenAI2,https://www.github.com/evershopcommerce/evershop,https://www.github.com/f/awesome-chatgpt-prompts,https://www.github.com/ashish25H/JavaScript_Practice_Project_SortCourses,https://www.github.com/chhavi48/NextJS_CRUD,https://www.github.com/AbdullahAlfaraj/Auto-Photoshop-StableDiffusion-Plugin,https://www.github.com/deepset-ai/haystack,https://www.github.com/amotile/stable-diffusion-workshop,https://www.github.com/PalashTrivedi/CodeGenerationExplanation-,https://www.github.com/Lisennk/ChatCohere,https://www.github.com/Hrishikesh332/Car-Search-Karo,https://www.github.com/AIontheFly/openai-hackathon-dec-22,https://www.github.com/Razikus/novela,https://www.github.com/mritunjay10/shiprocket-api,https://www.github.com/tom-doerr/point_e_streamlit,https://www.github.com/kshitijofficial/chaiDapp,https://www.github.com/luckykumardev/leetcode-solution,https://www.github.com/vlunaklick/stylenow,https://www.github.com/solygambas/html-css-javascript-projects,https://www.github.com/OpenSource-Journey/Your-Github-Contributions,https://www.github.com/taroon-git/Review_scrap_project_1,https://www.github.com/riti2409/Resources-for-preparation-Of-Placements,https://www.github.com/DanielArturoAlejoAlvarez/ecommerce-rest-api-node,https://www.github.com/dair-ai/AI-Product-Index,https://www.github.com/skolo-online/flask-app-template,https://www.github.com/AshishJangra27/Job-Portal-Scraper-Naukri,https://www.github.com/GorvGoyl/Clone-Wars,https://www.github.com/Nutlope/restorePhotos,https://www.github.com/jatinfoujdar/i-shopping-cart,https://www.github.com/siddhantdubey/Sidgrep,https://www.github.com/XingYang0827/OpenAI2,https://www.github.com/evershopcommerce/evershop,https://www.github.com/f/awesome-chatgpt-prompts,https://www.github.com/ashish25H/JavaScript_Practice_Project_SortCourses,https://www.github.com/chhavi48/NextJS_CRUD,https://www.github.com/AbdullahAlfaraj/Auto-Photoshop-StableDiffusion-Plugin,https://www.github.com/deepset-ai/haystack,https://www.github.com/amotile/stable-diffusion-workshop,https://www.github.com/PalashTrivedi/CodeGenerationExplanation-,https://www.github.com/Lisennk/ChatCohere,https://www.github.com/Hrishikesh332/Car-Search-Karo,https://www.github.com/AIontheFly/openai-hackathon-dec-22,https://www.github.com/Razikus/novela,https://www.github.com/mritunjay10/shiprocket-api,https://www.github.com/tom-doerr/point_e_streamlit,https://www.github.com/kshitijofficial/chaiDapp,https://www.github.com/luckykumardev/leetcode-solution,https://www.github.com/vlunaklick/stylenow,https://www.github.com/solygambas/html-css-javascript-projects,https://www.github.com/OpenSource-Journey/Your-Github-Contributions,https://www.github.com/taroon-git/Review_scrap_project_1,https://www.github.com/riti2409/Resources-for-preparation-Of-Placements,https://www.github.com/DanielArturoAlejoAlvarez/ecommerce-rest-api-node,https://www.github.com/dair-ai/AI-Product-Index,https://www.github.com/skolo-online/flask-app-template,https://www.github.com/AshishJangra27/Job-Portal-Scraper-Naukri,https://www.github.com/GorvGoyl/Clone-Wars,https://www.github.com/Nutlope/restorePhotos,https://www.github.com/jatinfoujdar/i-shopping-cart,https://www.github.com/siddhantdubey/Sidgrep,https://www.github.com/XingYang0827/OpenAI2,https://www.github.com/evershopcommerce/evershop,https://www.github.com/f/awesome-chatgpt-prompts,https://www.github.com/ashish25H/JavaScript_Practice_Project_SortCourses,https://www.github.com/chhavi48/NextJS_CRUD,https://www.github.com/AbdullahAlfaraj/Auto-Photoshop-StableDiffusion-Plugin,https://www.github.com/deepset-ai/haystack,https://www.github.com/amotile/stable-diffusion-workshop,https://www.github.com/PalashTrivedi/CodeGenerationExplanation-,https://www.github.com/Lisennk/ChatCohere,https://www.github.com/Hrishikesh332/Car-Search-Karo,https://www.github.com/AIontheFly/openai-hackathon-dec-22,https://www.github.com/Razikus/novela,https://www.github.com/mritunjay10/shiprocket-api,https://www.github.com/tom-doerr/point_e_streamlit,https://www.github.com/kshitijofficial/chaiDapp,https://www.github.com/luckykumardev/leetcode-solution"
ayush9492,Ayush Bharatiya,"Data Science Enthusiast 
",8,14,"Surat ,Gujarat ,India",https://linktr.ee/ayushbharatiya,Personal website,14,0.0,0,"Transcriber_app,ayush9492,data-structures---algorithm,first-contributions,Credit-card-fraud-detection,movie_recommender_system,car-price-predictor,Amazon-book-selling-data-analysis,Stock-market-analysis-2020-21,Ipl-data-analysis,seaborn-data,hackerrank-30-days-of-code-solutions,codeforcessolutions,30-seconds-of-code","https://www.github.com/ayush9492/Transcriber_app,https://www.github.com/ayush9492/ayush9492,https://www.github.com/ayush9492/data-structures---algorithm,https://www.github.com/ayush9492/first-contributions,https://www.github.com/ayush9492/Credit-card-fraud-detection,https://www.github.com/ayush9492/movie_recommender_system,https://www.github.com/ayush9492/car-price-predictor,https://www.github.com/ayush9492/Amazon-book-selling-data-analysis,https://www.github.com/ayush9492/Stock-market-analysis-2020-21,https://www.github.com/ayush9492/Ipl-data-analysis,https://www.github.com/ayush9492/seaborn-data,https://www.github.com/ayush9492/hackerrank-30-days-of-code-solutions,https://www.github.com/ayush9492/codeforcessolutions,https://www.github.com/ayush9492/30-seconds-of-code",ayush9492 / movie_recommender_system,https://www.github.com/ayush9492/movie_recommender_system
DarshanSancheti,Darshan Sancheti,Data Science Enthusiast,0,8,"Delhi, India",https://www.linkedin.com/in/darshan-sancheti-001217/,Linkedin,3,0.0,3,"DarshanSancheti,Python-,PythonDataScienceHandbook","https://www.github.com/DarshanSancheti/DarshanSancheti,https://www.github.com/DarshanSancheti/Python-,https://www.github.com/DarshanSancheti/PythonDataScienceHandbook","KunaalNaik / Excel_for_Data_Science,jakevdp / PythonDataScienceHandbook","https://www.github.com/KunaalNaik/Excel_for_Data_Science,https://www.github.com/jakevdp/PythonDataScienceHandbook"
